75	3	7
7	1	210
210	1	7
143	2	142
7	2	206
149	1	209
120	5	7
7	3	207
104	-1	179
96	2	7
56	2	60
202	1	211
13	1	200
211	1	202
104	1	149
149	1	104
104	3	60
167	1	211
202	1	212
101	1	134
60	2	213
213	2	60
143	1	153
143	1	215
7	1	212
135	1	152
7	-1	179
39	4	149
60	2	217
217	5	3
176	1	219
176	1	220
1	7	223
60	7	7
39	8	2
202	1	176
176	1	202
60	4	224
29	4	1
29	1	219
1	1	227
225	1	45
60	2	214
60	1	230
60	1	231
231	1	60
7	3	232
1	1	104
104	2	1
62	1	149
29	1	171
206	1	233
233	1	206
222	2	7
104	3	202
202	3	104
149	1	238
238	1	149
2	5	60
2	2	77
7	5	41
7	5	21
7	2	72
206	1	240
231	1	241
60	6	242
204	1	7
1	3	64
64	3	1
202	1	244
202	1	56
56	1	114
241	3	80
246	1	35
80	3	241
80	1	64
80	1	204
228	2	60
248	2	35
245	2	244
245	1	250
60	3	250
250	3	60
166	1	206
249	1	215
60	5	243
60	1	252
252	1	60
1	1	234
234	1	1
251	1	245
60	2	88
88	4	60
88	3	104
104	3	88
60	1	255
255	1	60
251	5	60
251	5	202
206	1	256
258	1	6
1	1	260
1	1	261
256	1	153
240	2	202
244	1	113
262	1	207
23	2	263
60	4	264
266	1	149
6	3	268
266	5	60
141	1	41
242	1	141
215	2	221
221	2	215
221	1	269
269	1	3
202	1	230
171	1	221
60	4	77
149	10	25
271	1	1
221	1	272
202	4	153
60	2	261
23	1	231
144	5	78
144	1	153
7	1	269
1	1	274
274	1	1
141	2	1
1	1	141
141	1	275
60	3	276
276	3	60
270	1	277
277	1	270
202	1	127
275	1	141
221	4	202
273	3	60
219	5	64
219	1	109
279	8	60
202	3	278
278	3	202
7	1	285
202	1	286
287	1	256
202	1	288
288	1	202
257	5	242
257	5	104
202	2	134
134	1	202
37	2	219
219	2	37
215	1	290
245	1	291
291	1	245
292	1	202
224	5	60
144	1	224
224	1	171
171	1	224
135	1	293
7	1	294
294	1	7
293	1	204
231	1	28
274	2	295
202	1	292
230	2	101
64	1	249
229	1	297
297	1	229
282	2	4
202	1	271
37	1	301
301	1	37
60	2	299
29	1	302
135	1	303
214	3	60
29	1	304
304	1	29
7	1	254
254	1	7
17	1	254
7	2	135
284	1	21
282	1	305
305	1	282
282	1	306
306	1	282
60	2	229
229	2	60
206	1	307
39	2	308
307	1	206
1	1	180
29	1	198
280	1	29
274	2	29
29	1	280
274	1	204
204	1	274
204	2	186
186	2	204
7	2	266
60	7	223
167	1	15
171	1	309
310	1	282
257	5	274
28	1	231
202	2	204
21	6	308
312	1	1
312	2	60
273	2	206
93	3	62
312	1	221
7	1	249
314	4	257
274	1	108
41	2	233
45	1	315
60	3	202
64	1	316
316	1	274
317	1	64
62	1	312
320	1	60
221	1	214
108	1	7
322	1	202
323	1	249
215	1	324
7	1	219
219	2	7
324	1	215
62	1	304
62	1	325
62	2	202
7	1	326
274	1	327
29	1	328
322	1	329
329	1	322
199	1	219
313	1	135
257	3	334
257	5	338
321	1	345
345	1	321
202	2	289
296	5	7
308	3	21
308	3	1
101	-10	315
257	6	268
340	6	60
35	1	251
266	2	350
350	2	266
60	1	21
324	1	204
321	1	215
215	1	321
62	3	293
202	5	7
202	2	251
352	1	4
7	4	202
353	1	144
7	1	354
354	1	7
64	1	353
135	1	355
202	1	356
356	1	202
310	5	7
202	1	324
304	1	1
257	5	359
257	5	21
346	1	257
60	3	254
339	3	60
139	1	202
202	1	139
219	1	359
257	5	244
285	3	360
285	2	7
249	1	367
368	1	7
298	3	39
325	2	62
358	3	7
228	1	293
249	1	62
370	1	356
371	1	249
1	1	356
41	2	257
293	5	296
363	4	202
41	1	265
265	1	41
17	2	149
33	1	325
325	1	33
377	1	202
202	1	33
374	1	35
257	4	284
366	1	346
346	1	366
366	1	144
215	1	378
378	1	215
379	1	322
380	1	372
6	4	219
273	2	141
60	1	285
382	1	309
248	1	383
384	1	178
385	1	372
386	1	348
348	1	386
353	1	386
386	1	387
387	1	386
383	1	339
148	1	388
380	1	143
134	1	389
391	1	390
4	8	202
4	2	125
125	2	4
143	1	351
351	1	143
393	1	7
342	1	393
7	1	393
396	1	77
357	2	266
249	1	393
393	1	249
257	5	397
77	3	20
7	1	159
353	1	156
346	1	399
4	6	19
399	1	346
400	5	257
57	1	401
401	1	402
171	2	346
402	1	401
347	1	393
404	1	288
347	1	405
7	2	345
408	2	393
4	6	2
155	5	7
198	5	230
293	2	7
410	2	198
410	10	201
312	1	409
409	1	312
198	3	330
330	3	198
411	1	198
198	1	412
198	8	2
298	3	412
412	3	298
257	4	414
414	5	60
1	1	51
412	1	392
384	1	1
239	1	37
37	1	239
396	1	392
418	2	7
392	1	396
1	1	399
399	1	1
418	2	104
149	2	64
104	2	418
356	2	104
404	1	215
259	1	219
421	1	270
333	4	257
387	3	401
401	3	387
80	3	330
257	4	341
104	3	427
427	1	104
428	1	256
143	3	35
429	1	7
77	1	125
256	1	402
402	1	256
371	2	35
347	3	350
394	1	430
257	4	339
366	-10	410
421	1	423
386	1	377
423	1	383
387	1	423
353	1	433
433	2	353
257	4	297
45	1	435
435	1	45
421	2	433
286	1	80
80	1	286
404	2	433
257	4	322
198	1	288
178	2	181
433	1	436
436	1	433
288	1	198
181	2	178
203	1	393
404	1	51
404	1	308
257	6	105
441	1	60
1	1	442
180	1	445
445	3	180
443	-10	410
399	1	408
408	1	399
325	1	353
353	1	325
298	1	446
1	5	144
144	5	1
257	3	309
443	2	214
219	2	446
7	1	365
310	1	25
1	3	219
448	1	436
7	1	449
1	3	47
397	8	278
397	3	62
397	3	3
397	5	257
320	3	1
322	1	304
297	2	15
322	1	35
254	2	296
285	1	198
451	10	51
51	1	453
384	5	51
453	1	454
257	4	41
198	1	455
457	1	198
421	1	198
416	1	198
458	1	346
443	1	459
456	2	443
459	1	443
459	1	378
460	1	7
460	1	235
438	1	464
408	1	465
405	1	256
465	1	408
408	2	144
144	2	408
466	1	4
345	2	441
21	1	467
467	1	468
467	1	463
464	1	1
134	1	468
469	1	408
463	-3	467
463	1	468
463	2	462
408	1	470
470	1	408
464	1	35
423	1	468
468	1	423
51	5	384
412	1	471
202	1	441
441	1	202
431	1	1
7	1	473
427	-10	467
473	2	7
463	1	425
235	2	455
257	4	417
401	1	476
248	1	197
401	2	383
468	1	386
249	5	7
257	5	264
405	1	477
256	2	469
406	1	257
478	1	425
424	2	7
393	1	479
479	1	393
148	1	409
479	1	477
435	1	480
480	1	435
479	2	322
224	2	462
346	5	398
7	-1	310
394	3	393
257	5	250
423	1	4
322	-10	310
454	1	408
399	1	484
387	1	408
6	2	198
484	1	228
383	1	348
348	1	383
1	1	486
486	10	1
468	1	488
468	1	489
77	1	412
132	1	489
1	1	416
64	10	104
416	1	1
350	2	489
132	2	202
198	2	472
57	1	144
472	1	198
472	1	399
387	1	493
440	2	7
7	2	440
386	1	494
7	3	447
171	1	493
493	1	171
455	2	4
64	1	492
484	2	280
280	1	484
495	1	280
476	1	425
427	1	163
476	1	401
425	1	181
383	1	7
383	1	497
499	10	111
111	4	104
36	1	500
447	5	202
104	4	111
104	5	64
144	1	484
500	1	36
500	1	274
35	1	458
458	1	35
443	2	501
501	2	443
490	1	104
427	-10	463
425	-10	472
280	1	502
491	2	64
288	1	64
318	1	163
503	1	64
503	1	427
29	1	270
270	1	29
359	1	504
1	1	505
505	1	1
411	1	491
7	-1	472
21	1	506
15	1	455
506	1	21
455	1	198
498	2	7
384	2	171
416	1	384
396	2	384
507	1	261
478	4	490
508	1	331
481	-3	472
1	2	421
455	1	2
1	2	80
141	2	37
37	2	141
441	1	215
488	1	493
490	3	478
178	2	399
399	2	178
159	4	7
1	4	29
1	1	511
510	1	512
512	1	510
513	1	512
7	2	386
509	1	513
513	1	509
510	1	509
514	1	491
353	-10	310
178	1	57
441	3	462
462	3	441
178	1	515
29	1	476
494	1	1
394	1	516
516	1	394
476	1	517
394	5	494
257	5	224
257	3	320
257	4	408
64	1	518
257	5	337
257	4	519
520	10	484
228	1	521
144	8	202
202	8	144
203	1	383
522	1	521
405	3	408
171	1	408
186	1	476
491	1	452
524	1	359
518	1	283
7	4	494
494	4	7
198	1	150
7	3	222
491	1	167
525	1	372
150	1	520
270	1	396
526	1	396
23	2	527
527	2	23
514	1	219
526	1	144
484	-10	472
476	1	186
476	1	530
530	1	476
215	6	202
256	1	515
532	1	488
166	1	256
166	1	532
256	2	166
532	2	166
532	1	495
534	1	384
1	5	534
530	1	484
518	1	530
484	1	530
171	1	491
447	2	535
4	2	352
534	1	536
144	1	526
536	5	534
534	1	523
389	1	523
427	-1	25
526	1	484
484	2	526
64	1	487
531	1	298
64	1	477
534	1	501
491	1	427
538	1	7
257	5	254
257	5	234
257	5	228
257	5	229
257	4	276
520	1	150
257	6	425
257	4	360
77	4	60
375	1	540
475	3	266
64	1	541
416	2	270
488	1	508
273	1	465
164	1	478
476	1	384
539	1	399
539	1	441
520	1	539
480	3	542
257	5	335
543	1	491
198	1	544
544	1	198
523	1	545
542	3	480
547	3	542
7	5	120
405	1	548
446	2	309
446	2	522
520	1	549
549	1	520
387	1	530
548	2	7
257	4	426
550	1	202
550	1	134
7	1	480
7	2	547
547	2	7
547	2	394
257	3	406
464	1	552
552	2	464
322	4	7
215	2	198
198	1	215
257	6	273
171	2	198
198	2	171
350	2	64
554	2	547
547	2	554
555	1	520
257	4	441
556	1	520
198	1	386
488	1	202
476	1	520
520	1	476
394	1	198
468	1	437
559	1	198
560	1	394
468	2	561
561	2	468
200	1	533
295	3	468
539	1	520
491	1	249
144	1	468
249	3	491
558	2	443
200	1	530
262	2	530
520	1	262
262	1	520
562	1	262
198	1	262
159	1	288
495	1	480
564	1	563
566	1	565
64	1	551
1	1	567
64	1	488
1	1	569
570	1	563
198	2	399
283	1	508
508	1	283
393	1	144
186	2	269
350	2	547
573	1	571
570	1	573
273	1	159
443	2	575
575	4	443
462	2	474
462	1	577
405	2	578
578	2	405
1	1	215
215	1	1
562	1	488
159	1	480
230	5	198
528	3	35
581	10	159
68	2	7
7	5	88
273	1	582
480	1	357
480	1	488
202	1	480
399	1	542
542	2	399
533	1	587
405	1	589
530	2	533
383	2	268
13	1	518
222	1	372
372	1	222
222	1	276
276	1	222
163	1	476
7	2	551
219	2	558
219	3	202
257	4	343
171	4	7
594	1	13
202	-1	594
497	1	597
588	10	587
598	1	563
598	1	564
598	1	599
599	1	598
564	1	604
64	2	538
577	1	462
64	1	605
272	1	64
605	1	13
13	1	605
235	4	607
607	4	235
13	1	159
586	1	198
610	1	270
159	1	611
546	1	64
113	2	550
13	1	612
613	5	298
520	2	198
268	2	200
598	1	614
304	1	615
462	1	550
484	5	1
13	1	619
619	1	13
620	1	619
462	1	621
159	1	622
13	1	620
484	2	7
7	2	484
200	10	623
609	1	598
427	4	202
592	1	586
616	1	7
593	1	13
624	1	33
468	1	626
484	10	304
571	1	573
416	1	276
566	1	533
564	2	598
628	8	605
605	2	628
578	1	628
4	5	304
488	1	537
222	1	629
629	1	222
630	1	495
623	1	550
631	2	523
627	1	346
257	5	240
396	1	143
537	1	488
632	1	514
113	8	7
537	1	202
446	2	592
592	1	616
502	4	295
295	5	502
257	5	266
7	5	113
159	1	632
395	10	342
588	2	635
200	2	268
377	1	386
586	1	523
257	5	333
36	3	88
578	1	610
256	1	630
606	1	642
7	3	643
643	3	7
64	1	643
643	3	64
630	1	207
521	1	630
647	1	648
648	1	647
647	1	228
632	2	647
647	1	632
644	3	159
502	1	649
632	1	144
202	1	143
495	1	610
276	1	159
651	1	647
628	1	650
495	1	592
652	2	462
402	1	647
647	1	402
325	1	594
353	-10	594
649	1	502
325	1	653
272	2	630
654	4	606
655	1	7
29	1	656
656	1	29
656	1	7
2	1	658
582	1	632
236	1	402
402	1	236
632	1	402
436	1	660
661	5	144
661	1	662
159	1	663
635	2	164
606	1	664
570	3	574
574	3	570
664	1	606
659	2	635
664	1	650
101	1	454
2	1	516
647	1	256
256	1	647
516	1	2
651	2	2
256	1	295
295	3	256
295	3	667
667	1	295
563	1	1
266	1	668
266	2	654
222	1	266
222	1	523
436	1	184
399	1	651
651	2	399
653	1	266
319	1	671
670	1	319
653	1	672
672	5	653
144	1	653
668	7	266
216	1	436
632	1	592
592	1	632
592	1	295
561	1	632
266	2	1
295	3	350
436	1	216
399	1	647
632	1	171
266	1	630
342	2	214
4	7	7
276	1	630
632	1	502
502	2	632
462	1	675
419	3	7
630	1	647
647	1	630
630	2	1
523	1	676
446	2	544
1	1	677
677	1	1
346	1	678
468	2	416
627	1	679
26	1	680
680	1	26
681	1	654
654	1	650
650	1	654
676	1	523
650	3	7
7	2	650
427	3	682
654	1	325
243	1	680
680	1	243
633	1	630
630	1	633
680	1	144
570	2	669
304	4	64
585	1	684
670	2	522
680	1	113
677	1	685
266	4	7
679	1	627
686	2	23
647	1	687
29	1	411
650	1	686
405	1	667
667	2	405
298	1	688
688	1	298
495	3	687
4	5	319
690	1	319
691	10	523
243	1	692
680	1	693
577	1	651
651	1	577
378	2	159
630	2	650
650	2	630
658	1	427
634	1	644
36	1	678
678	1	36
630	1	418
696	1	695
418	1	634
680	1	304
396	2	630
630	2	396
351	3	7
570	2	646
698	1	626
616	1	399
361	2	7
630	2	386
144	2	697
522	1	57
57	1	522
559	1	699
567	1	687
687	1	567
171	2	700
700	2	171
697	3	144
701	1	399
399	1	630
702	1	198
177	1	325
452	1	523
659	1	75
703	1	608
691	1	416
691	1	585
585	1	691
641	1	571
642	1	634
634	1	642
634	1	202
634	1	705
705	2	634
642	1	706
701	1	634
571	1	641
171	2	521
644	1	243
243	1	644
570	1	707
708	1	577
171	2	390
202	2	704
7	4	639
390	2	171
270	1	521
64	1	202
687	1	304
626	2	698
709	1	710
45	5	4
687	1	654
322	1	484
104	4	712
4	6	45
460	1	449
579	6	7
427	2	523
523	2	427
641	5	598
647	1	714
436	1	318
561	2	390
678	9	717
1	-5	672
597	1	719
64	1	721
7	2	153
722	1	685
36	3	202
202	3	36
724	1	647
502	2	480
725	2	7
64	1	725
480	2	502
726	1	550
144	1	720
720	1	144
537	1	727
727	1	537
728	1	727
387	1	728
387	1	630
284	4	257
691	2	548
353	5	730
523	4	729
141	1	186
186	1	141
652	1	216
216	1	652
495	2	214
7	2	733
733	3	7
214	1	432
732	1	734
658	1	643
523	1	222
571	2	707
735	1	680
537	1	736
676	1	378
491	3	13
346	1	644
644	1	346
673	1	598
598	1	716
734	1	739
564	1	740
740	1	564
642	1	741
644	1	678
13	2	647
378	1	644
742	1	633
13	1	744
144	1	743
35	1	387
167	8	2
167	8	245
167	8	223
167	8	39
633	1	745
745	1	633
39	8	167
687	1	746
746	1	687
687	1	744
540	5	732
732	4	748
732	7	749
749	7	732
452	1	163
687	1	750
452	1	714
576	2	507
700	1	752
752	1	700
202	1	361
405	1	714
308	1	630
678	2	754
268	7	62
688	2	523
644	1	692
754	2	678
459	1	756
757	1	647
390	1	219
681	1	270
634	1	64
759	1	202
270	1	452
452	1	270
309	2	257
570	1	761
761	1	570
570	2	657
647	1	764
13	1	765
766	1	412
427	2	449
412	-10	766
416	1	634
261	1	576
576	1	261
7	2	621
452	1	751
193	6	7
228	6	57
230	3	768
768	3	230
523	2	634
630	4	523
523	4	630
523	1	769
64	10	770
770	10	64
144	1	647
764	1	249
592	2	501
772	2	249
773	1	135
773	1	1
1	2	647
647	2	1
774	1	249
207	1	729
775	1	776
776	1	775
249	1	777
475	4	760
777	1	249
732	3	778
742	1	780
782	1	784
784	1	782
270	1	742
202	1	785
785	1	202
587	1	786
786	1	587
202	4	592
781	1	748
748	1	781
484	1	789
484	1	790
324	1	790
630	2	350
757	1	791
535	1	767
171	4	630
630	4	171
733	2	778
792	1	202
630	2	733
790	1	324
757	1	794
793	1	767
535	1	795
202	1	779
757	1	797
796	2	522
743	2	798
797	2	757
757	2	799
800	1	757
536	2	801
572	1	415
634	1	802
803	1	634
802	1	634
256	1	634
804	1	523
634	1	805
499	1	496
499	4	104
419	1	806
419	1	649
132	3	72
535	2	697
808	1	249
634	1	2
2	1	732
809	5	732
742	1	810
2	1	13
419	1	780
813	1	270
780	1	419
814	10	780
781	1	256
396	4	1
353	10	1
1	5	353
817	2	249
249	2	817
818	1	537
725	1	812
812	1	725
812	1	177
767	1	687
687	1	767
177	1	725
725	1	767
767	1	227
227	1	767
4	1	522
104	2	177
104	3	363
363	3	104
687	1	781
793	1	687
687	1	793
443	2	819
539	1	770
820	1	779
535	6	753
635	1	804
804	1	635
795	1	135
687	1	537
821	1	687
816	1	570
579	2	1
725	2	724
795	1	537
579	1	687
523	2	2
1	2	9
687	1	579
9	10	1
725	1	687
202	3	537
283	1	198
198	1	283
29	1	829
826	1	827
827	1	826
828	1	647
830	1	795
691	1	831
4	1	537
64	1	399
835	5	760
784	1	29
29	1	784
784	1	545
812	1	776
499	1	780
779	1	1
411	5	29
776	1	837
837	1	776
144	2	198
350	2	779
779	2	350
35	1	838
755	5	734
833	3	701
832	3	841
841	3	832
209	1	842
775	2	270
522	1	13
522	1	4
843	1	209
689	1	687
687	1	689
2	1	779
837	1	689
687	1	216
216	1	687
689	1	845
845	1	689
847	1	687
832	3	769
769	3	832
832	3	848
832	3	735
243	1	849
849	1	243
846	1	687
630	1	851
851	1	630
346	1	838
847	9	769
7	2	548
132	2	852
853	1	847
216	1	295
318	1	436
561	1	854
21	1	235
687	1	855
855	1	687
856	2	687
860	2	295
304	1	847
854	1	561
861	1	295
714	1	687
202	1	714
13	1	687
862	1	687
832	3	654
654	3	832
832	3	799
824	8	623
832	3	295
494	1	569
569	1	494
390	2	863
714	1	534
832	3	820
832	3	864
864	3	832
2	3	654
654	3	2
770	1	771
842	1	830
830	1	842
857	1	856
866	2	832
866	1	755
171	2	283
687	1	867
867	1	687
832	3	868
868	3	832
869	1	862
283	2	171
862	1	35
479	2	283
346	1	870
871	2	864
832	3	872
872	3	832
870	1	346
832	3	873
873	3	832
295	5	283
535	5	104
779	2	537
418	1	283
475	2	874
862	1	770
862	1	732
283	2	418
283	2	606
523	1	535
535	2	523
687	1	851
13	1	775
775	1	13
7	2	878
866	2	879
879	2	866
725	1	875
875	1	725
547	2	592
592	2	547
880	3	832
882	2	884
884	2	882
13	1	699
699	1	13
418	1	888
687	1	865
865	1	687
171	2	714
537	2	890
832	3	583
832	3	617
583	1	832
818	1	768
768	1	818
416	1	687
770	2	546
535	2	202
891	1	29
7	3	892
97	2	893
768	1	638
725	1	295
635	1	152
295	3	725
687	1	480
480	2	687
888	1	418
494	1	732
13	1	537
480	1	894
894	1	480
638	1	768
732	-1	895
775	1	896
775	1	383
832	3	898
732	2	899
899	2	732
654	1	900
742	2	535
617	2	832
775	3	621
802	1	901
295	5	902
742	1	902
902	1	903
707	5	762
762	5	707
64	1	882
507	2	415
523	1	904
633	1	64
906	2	732
180	1	206
832	3	802
144	1	775
900	5	907
802	2	378
378	1	802
418	2	775
775	2	418
762	1	908
832	3	775
7	2	753
238	1	64
911	10	908
732	2	912
227	2	396
912	2	732
732	2	913
913	2	732
903	1	902
838	1	545
908	2	909
742	2	238
238	3	742
537	1	480
561	1	914
914	1	561
915	5	912
832	3	714
712	2	104
545	1	1
714	2	791
908	1	917
522	1	918
495	1	835
687	1	547
480	2	547
919	1	908
480	2	824
725	1	922
922	1	658
658	1	922
906	4	523
125	1	924
838	1	36
468	3	925
925	4	468
891	1	383
346	2	775
644	1	418
927	2	770
202	2	906
906	6	202
770	2	735
929	1	654
735	3	770
906	2	7
838	6	931
931	6	838
767	1	546
908	1	929
933	1	767
576	3	462
908	1	928
235	1	934
805	1	144
934	1	235
928	1	770
374	1	775
443	2	936
178	1	937
937	2	178
775	1	832
927	3	832
832	3	927
405	-10	906
832	-10	906
576	1	768
907	-10	906
780	2	26
938	1	923
908	1	939
95	1	940
939	1	908
742	1	144
838	1	942
687	1	928
943	3	944
944	3	943
923	10	920
735	1	19
284	1	854
946	3	885
897	5	534
897	5	535
889	3	443
125	1	108
941	5	23
7	2	948
948	2	7
614	2	707
937	2	26
948	1	202
374	1	950
261	1	951
714	3	725
922	10	894
726	1	832
726	3	880
880	3	726
952	2	917
125	1	171
171	1	125
273	1	399
757	2	104
932	1	928
689	5	955
832	3	956
894	5	922
956	3	832
957	2	832
832	3	934
832	2	742
832	3	960
202	2	650
908	1	961
832	10	920
961	1	908
729	5	832
923	1	402
402	1	961
961	1	402
908	3	932
932	5	908
832	7	894
934	7	832
284	3	801
273	1	171
847	1	967
534	1	273
968	2	770
885	2	578
968	1	829
767	3	273
827	2	705
923	1	925
925	1	923
770	4	965
417	5	7
801	3	284
967	1	198
546	1	970
970	1	546
198	10	534
714	2	971
969	1	801
537	1	144
144	1	896
144	1	537
35	1	894
35	1	975
35	1	976
416	3	802
802	3	416
977	10	923
402	1	978
950	1	35
973	1	981
770	4	416
981	2	973
982	1	983
628	1	273
374	1	931
937	2	610
953	1	643
985	5	295
732	2	559
559	1	732
926	2	941
917	1	811
953	1	986
986	1	953
475	2	755
755	3	885
249	8	241
7	3	838
755	2	989
988	1	346
989	2	755
725	1	990
983	1	982
593	2	991
203	1	113
554	2	585
203	1	994
732	2	908
908	3	732
418	9	489
273	1	546
273	2	144
523	2	479
844	1	995
359	1	523
113	2	203
755	2	996
996	2	755
632	1	554
273	1	978
770	5	273
885	3	755
885	2	443
832	3	857
1000	2	554
857	3	832
632	1	820
468	2	732
903	2	943
832	3	273
1001	2	273
1001	1	492
978	4	1004
908	1	925
925	1	908
139	1	998
1001	1	928
838	3	7
492	1	1006
1006	2	492
742	1	1007
1007	1	742
832	2	1009
492	1	733
39	2	627
1011	2	273
537	1	1010
687	10	908
1010	1	832
832	3	1010
781	1	202
202	6	256
256	6	202
904	1	995
925	1	967
923	5	908
908	10	1013
1015	4	824
7	2	931
832	10	25
113	2	57
972	4	987
987	4	972
908	1	1016
4	8	13
908	1	1017
1017	5	908
2	2	202
202	4	2
925	1	632
777	2	21
557	4	537
925	2	230
807	2	202
925	1	1018
1018	1	1019
1020	1	537
876	1	353
1019	1	1020
1019	1	896
1019	1	632
476	3	799
799	4	476
1020	1	1022
1024	8	832
1023	10	923
726	1	1026
925	1	1028
925	1	469
960	3	832
832	3	1027
681	1	634
634	1	681
976	2	35
832	1	1033
1026	2	489
925	4	832
960	2	978
650	-10	984
978	2	960
449	1	1035
678	2	950
273	1	64
894	2	1037
894	2	1038
1036	2	907
13	8	4
1029	1	775
1013	1	1039
950	8	678
606	1	628
523	1	1013
1013	1	523
1037	2	732
926	3	476
1020	4	760
1005	2	1040
7	2	1041
476	1	1042
476	1	316
1013	3	1005
1005	3	1013
832	2	962
943	2	834
832	1	1044
1044	1	832
1009	3	832
1005	1	1045
209	2	902
353	8	1046
1013	3	928
1009	2	1048
1005	3	1048
1048	3	1005
1048	3	1009
608	1	832
178	1	1049
1048	3	1013
178	1	1052
1052	1	178
925	2	920
920	2	925
1013	1	925
920	2	725
920	1	295
920	3	923
920	2	921
835	1	943
920	10	832
922	10	606
606	1	922
1009	2	1053
920	1	1054
1054	1	920
742	1	1026
1008	1	1055
19	1	325
19	9	1
1040	-10	805
1057	1	733
832	3	915
1050	3	1005
1005	1	1014
533	1	832
484	1	1058
1058	5	484
1008	1	1059
72	2	132
832	5	1060
1026	2	937
1053	3	937
937	2	1061
1061	1	937
982	1	1062
156	1	13
1005	3	908
908	2	1005
1063	2	978
908	1	1026
1005	1	1004
1043	2	1026
1059	1	1008
109	1	1050
1026	2	1043
664	3	272
907	1	975
520	1	907
907	1	520
566	-1	832
1006	2	832
418	6	17
1065	1	958
651	2	350
1066	1	113
954	2	908
988	1	982
908	2	820
533	5	142
142	5	533
225	1	1069
209	1	1070
484	1	845
845	1	484
533	10	530
64	-10	832
1073	7	209
626	1	1
484	5	141
733	2	1074
1074	2	967
760	5	1075
1075	5	760
21	1	284
760	10	1076
801	2	1077
1077	2	801
1026	5	962
962	5	1026
801	1	21
908	1	846
846	1	908
726	1	1078
1078	2	726
1078	2	1079
1081	2	1078
1078	2	1082
1083	2	1078
1019	2	908
908	2	1019
1022	1	1084
908	1	1073
1078	1	1085
1085	2	1078
1073	1	908
1078	2	1086
1086	3	1078
732	-10	832
1078	2	1087
1087	2	1078
1078	2	1088
606	10	908
1084	5	760
1078	1	1089
777	10	1014
1028	1	586
374	1	1090
988	1	374
35	1	950
484	5	533
295	3	1091
980	1	492
1063	2	1092
1092	2	1063
