2818,1,1953
1293,-10,135
353,1,3534
2296,-1,729
547,7,5403
4252,-10,35
1725,1,2919
13,5,3397
2067,3,1890
2266,1,2178
2,2,3366
2070,1,4090
2028,1,1053
2388,1,3813
3744,3,2046
490,8,21
60,3,202
1702,1,2378
1937,10,1811
3988,1,903
3897,2,5408
905,1,2565
899,2,1239
4554,1,2601
3330,2,2286
4458,1,3864
522,1,4086
1528,1,1953
2942,2,3682
687,3,3
3452,1,4553
4649,3,4882
3724,1,3800
4435,1,2147
312,1,2389
2045,1,2525
2054,2,1478
5013,1,1018
3897,1,2397
908,5,687
4521,10,4482
4164,1,2378
35,1,2710
5231,1,5228
1334,1,1312
1565,1,280
5086,1,642
546,1,1477
2165,1,2174
1810,1,905
5449,1,143
5070,4,5068
4419,1,4513
5227,1,4192
4928,1,1771
2934,1,533
35,1,5044
3520,2,5591
905,6,1018
542,1,2200
4291,1,4693
4337,1,744
2124,6,1
3531,2,5269
2832,1,1953
35,1,41
1386,1,1488
35,2,1562
1442,2,775
3463,1,3904
394,5,214
13,1,2548
1765,2,1744
1993,-10,5578
546,1,1403
1693,3,1790
3110,1,4553
1334,2,2517
2296,9,1357
2822,4,1512
2243,2,5983
3129,-10,4595
64,1,633
3622,2,563
2125,1,1542
4532,3,3729
282,1,2688
4281,1,361
1953,1,3765
2104,1,4365
923,1,875
546,1,1
4858,1,1846
2309,2,242
3317,3,4291
1555,-10,1615
3527,1,35
732,2,559
2262,3,2538
5635,1,5744
2877,-1,20
4017,1,35
2405,1,4867
2175,1,4559
3040,2,5472
406,1,3719
908,1,5370
4898,1,4320
3185,1,1899
832,1,13
4611,1,1714
1499,4,2194
540,-10,925
2420,1,1986
2063,1,2277
2104,2,1396
2309,10,2829
5239,10,5240
1,1,2848
2034,1,1
746,4,1207
245,1,250
132,2,3666
4119,2,1533
4172,1,4916
35,10,630
35,1,3117
2040,2,1331
3624,1,2333
5635,1,2625
546,-1,1656
2212,-10,5612
1810,-10,2
4515,3,5543
1167,1,1028
1899,-10,1956
1018,10,361
4980,1,4353
35,1,3663
2969,1,2625
312,1,221
71,8,1
1465,3,775
622,1,2760
2795,-10,2017
2822,1,1905
5472,3,2110
135,1,1348
3268,2,2897
4424,1,4281
3297,1,1899
1209,1,1065
4078,1,3897
1689,2,2600
2042,4,5028
833,2,2702
1396,9,1201
5067,2,841
4172,1,854
204,1,3649
171,-10,2835
5065,1,4921
2505,8,5617
3815,10,280
3988,1,5316
5623,5,5661
5193,6,46
1001,1,5649
2176,4,167
2378,1,1
2296,-10,2684
4654,2,4385
5198,1,5197
3219,1,2733
3441,1,905
3919,2,2131
2125,-10,5203
1411,1,2538
2838,3,1386
4565,-1,2131
1810,3,4675
1803,3,2028
4890,1,4360
3129,1,2993
308,1,3552
3129,1,3729
2438,1,2328
2266,2,4315
4320,1,4754
3904,1,3897
523,5,2067
1257,5,4701
634,1,1147
1,1,312
2880,2,3137
2378,2,4213
6,-10,1331
3000,2,171
214,1,4673
943,1,966
673,1,598
4291,1,4921
257,4,369
4402,1,4595
3790,-10,4678
1953,2,4358
3771,1,2176
1543,1,2054
1,2,4921
957,1,3326
2642,1,163
1317,2,2529
961,1,1383
1100,3,4304
499,1,5919
3451,1,416
1916,1,1162
1052,1,1810
2125,1,885
3628,2,3738
5075,2,1810
3764,5,3531
2404,2,5025
4458,1,2141
2028,1,3002
1953,3,2913
1396,1,1911
1334,1,25
3013,1,4254
2880,1,4675
3018,1,4204
838,2,2322
2173,-10,903
2642,1,4165
3137,1,35
3000,-10,491
905,2,1053
2194,2,21
1566,2,4288
4795,1,1094
384,1,1317
1967,1,1529
4993,-10,4201
1566,2,363
1533,1,13
3974,5,2125
1810,1,5417
533,10,1068
1018,3,2388
2296,10,2012
4035,1,527
1810,-9,2002
3804,1,4875
4273,2,4197
757,1,954
4539,-10,3640
113,1,4320
2123,1,2934
3735,1,4121
2999,1,2674
4296,1,3971
35,2,2839
3366,10,2296
3735,1,5531
3129,2,2943
1912,1,1018
2905,10,4675
1765,1,7
44,1,2635
732,10,2297
1810,4,3904
2923,2,2028
2835,1,6
3040,1,550
550,2,905
1317,1,1621
5200,-10,4899
2942,2,23
1727,1,230
3828,1,35
2635,1,5224
405,1,1151
2667,3,2125
4627,1,2942
2642,4,3003
3707,6,545
1860,1,2919
546,1,1810
1731,3,4694
3040,1,5583
687,1,567
1973,1,2045
925,1,2198
4205,-3,62
7,3,283
3575,4,3462
709,1,417
1810,1,4459
3327,7,1557
383,9,1899
2397,2,2477
1386,1,823
3757,2,361
3272,1,5973
4389,1,1318
1693,3,546
2233,1,2805
4209,1,4753
2176,1,5157
573,1,570
881,2,7
703,1,4833
3085,1,715
1207,-10,5596
2040,2,1201
5255,6,3598
4515,4,35
1953,1,3083
132,1,2098
3988,3,1731
3452,1,5312
3832,3,592
35,1,1761
3207,1,1953
1,1,13
3640,3,1263
1018,1,4146
2378,1,4291
2725,1,1412
453,1,35
35,1,3690
97,1,2795
1735,1,2628
2268,-10,1543
4411,3,3735
3789,1,4748
2398,1,72
2045,-10,5484
5227,1,2725
4217,1,729
5524,10,1
1671,1,1615
5446,1,5251
2296,1,2644
1316,-10,3744
3196,4,4330
378,1,644
2371,1,2128
13,2,591
5143,1,3837
2028,2,2178
4031,4,4370
2313,2,3804
5822,1,634
2090,1,256
2657,2,2666
41,1,2178
3018,-10,4
35,-1,2518
4152,1,939
322,-10,310
104,4,111
1899,2,2399
4106,1,4075
3904,2,5019
2642,1,3260
2942,1,4566
3781,1,667
1639,1,1363
3904,1,361
502,1,2585
57,1,2642
104,1,1018
5275,2,1201
2642,1,2784
905,2,2680
2296,-10,4375
617,1,62
606,2,1585
4301,2,4934
1073,7,209
4649,3,3979
1368,1,545
1752,3,2642
2396,6,2125
64,1,492
3445,-1,3543
215,2,2063
3781,1,4107
64,1,256
297,1,229
2942,-10,4740
4460,1,3756
2030,2,1555
3129,2,342
2728,1,2312
1219,-10,3686
415,2,3545
2569,10,1810
4659,3,2388
4003,1,3980
2325,2,4684
4601,2,4602
4315,4,6
1,1,171
3099,4,2625
2973,1,3598
1383,1,104
4197,1,1585
198,2,171
2125,3,202
2677,1,5654
1291,10,1277
2028,10,882
2255,1,2142
5180,1,2124
5688,5,5749
3768,3,2013
1201,2,178
5784,1,590
2642,2,2688
1100,2,725
3204,1,2056
3988,1,5457
5067,1,1566
280,1,3735
1675,1,1733
3113,1,5612
3223,2,3713
4291,1,4274
3598,1,527
1733,-3,2625
4521,3,2565
1245,10,3897
4584,1,135
2315,-10,4559
2296,-10,3197
4196,2,4101
794,1,757
1752,3,2885
3707,1,4694
3451,2,1612
1778,1,2035
2318,1,4611
171,5,2835
202,2,2388
755,3,866
468,2,416
4867,5,4197
4666,2,500
4499,1,186
1317,4,1690
5707,2,215
1955,1,1896
1386,2,57
2822,2,1727
937,5,469
540,2,835
2318,1,1620
4266,2,3653
1217,1,1785
35,5,4209
2625,2,2344
4649,1,5227
2625,1,4515
608,2,2555
2684,1,2258
3598,2,56
1808,-10,2313
2763,1,2800
4291,1,4626
4743,-10,4746
1873,7,4269
2987,1,1028
1383,1,707
491,1,2784
406,1,1190
2125,1,4203
1832,1,5227
6,3,5726
3107,1,5231
2365,1,2296
1396,-10,3019
2266,3,2028
1,1,165
823,-10,1771
4244,1,905
4402,1,4440
4156,2,4122
1765,2,1771
3903,1,2642
708,8,1363
3548,1,2642
2625,1,4172
2625,2,3820
905,-10,4883
3036,1,3103
2642,5,1675
243,3,390
905,1,5157
3129,1,3669
1693,1,1201
1053,4,3975
2,1,455
3453,1,1629
546,10,905
3316,1,230
2657,4,2674
3120,1,4890
3024,1,141
3451,2,4291
2388,-10,5472
2313,1,2042
269,1,221
2045,2,5947
4291,1,872
4553,5,304
1268,3,4291
1922,3,3018
1317,1,1318
598,10,2635
4076,1,378
5411,1,1348
4389,1,5046
2063,3,3828
5363,2,5316
2326,1,2198
2795,2,2266
353,1,4366
36,2,41
2642,2,438
780,2,546
4107,-10,4075
5476,-1,5477
4385,-1,62
4291,1,1453
5995,2,3738
443,1,4084
2351,2,35
2897,1,2892
1897,4,5457
1439,4,1018
221,6,3707
3317,5,4197
1697,2,3615
3735,1,4055
4025,2,2705
1317,1,342
4172,-10,5762
3735,1,3925
4559,1,1916
2067,2,2835
21,1,235
2380,1,1802
4197,1,5115
566,1,849
1352,1,1487
1585,1,4126
905,2,4407
2225,1,1758
2647,1,583
7,2,4197
2861,2,937
60,1,13
35,2,270
13,2,29
5515,1,545
2067,1,361
2942,1,4632
2388,-10,2690
5390,1,2625
3927,1,5543
180,1,3512
3040,1,5228
1525,5,1502
2950,1,3355
3129,1,2241
1953,10,5404
113,2,3088
4,2,132
4986,1,3714
139,1,1675
1,1,2763
905,5,2642
3653,1,4203
3504,10,3837
3976,10,156
2647,-10,5214
1859,-10,2757
4360,1,5051
35,1,832
139,1,998
396,2,2600
908,1,1281
4238,-10,64
2249,1,4360
2187,4,2625
1008,3,923
2402,1,2688
2861,2,2897
1268,2,1620
4649,2,5413
493,1,2404
2437,6,2028
2943,1,2028
4325,1,2851
35,1,2028
3988,1,209
2067,-10,2996
393,1,249
1955,1,1867
5020,1,5956
204,1,4172
1508,1,57
3649,1,1912
1948,1,1
5529,4,3988
4027,3,1810
937,1,3897
905,1,937
4197,2,3820
2175,1,4107
3232,1,3197
35,9,60
2859,2,1846
5957,2,5227
2144,3,769
1731,1,550
5208,-1,1948
1656,5,1363
3612,4,2642
3998,5,2642
3772,2,35
2658,1,1366
4004,10,5845
4635,3,2784
4244,1,1810
2306,1,5551
3189,1,3353
1588,1,1566
4518,3,3296
592,2,35
3445,1,3719
3451,1,1363
3196,4,2007
1432,1,1433
200,1,861
1938,1,4254
2456,1,35
3598,1,590
4970,1,523
2942,1,3611
2266,1,2484
29,1,206
787,1,39
537,1,3533
3738,2,3441
1555,5,363
1779,1,2233
4787,5,1185
957,2,832
3316,4,2028
2682,-10,135
1764,1,1555
77,1,350
1162,1,4197
960,2,5635
2315,1,1810
546,1,1348
1991,1,2642
1731,8,3649
2081,1,1757
3590,1,3586
4672,-10,1810
550,2,2067
468,2,1436
905,1,2584
757,1,353
3268,1,2625
3904,1,3314
2004,-2,2943
2229,1,2045
5578,3,5876
1386,1,1517
2635,1,1771
700,4,3146
35,1,2942
408,-10,1812
35,1,905
2642,1,2805
1585,1,2325
5539,1,5317
5200,3,608
3504,1,1207
7,1,2911
2,-10,832
3738,1,3873
4679,-10,3897
204,1,80
1317,1,3598
5188,1,465
353,2,905
32,1,6
4649,1,4925
4400,1,3504
135,7,1386
1,3,35
2266,-5,2103
4291,2,639
36,1,1228
304,2,2369
3781,-10,4506
4679,1,4707
535,1,2642
13,5,2167
742,1,973
3023,1,3666
1396,1,5472
1994,1,1978
2356,2,1670
5522,10,2870
2880,1,2110
5457,1,4532
3820,1,3669
1757,1,2266
2176,1,5827
1860,3,3656
4635,1,5582
353,1,3374
3719,-5,4290
4562,2,4559
2835,1,3563
35,1,3480
4197,1,3013
1817,1,1788
2067,-10,2566
1810,1,2322
3018,1,3765
2939,1,2888
2378,2,72
1674,3,3735
13,2,1018
4522,1,4288
3129,1,479
1018,1,905
3129,1,1984
1771,1,2566
5251,1,5419
3714,1,779
3531,-1,641
13,1,3185
4515,1,2045
3129,1,2625
2404,3,1316
5661,1,3707
35,2,5251
1566,1,3744
13,1,110
4365,3,13
1764,1,60
2388,1,4636
3086,-10,1207
270,-10,115
1810,1,2369
171,1,35
2404,1,4678
4635,6,4761
3787,-10,4682
537,1,224
475,2,755
1217,1,4746
3822,1,2642
7,-5,1487
115,10,1670
2351,-1,5216
5253,1,659
1803,2,3047
2230,3,4172
35,1,1594
2160,7,2658
284,1,854
3417,1,1616
2601,1,492
954,1,757
4217,6,4237
29,1,2034
1686,1,1860
2070,3,2208
1675,2,1916
1731,3,1860
1802,1,1677
4449,5,4197
2028,1,1334
3794,1,1565
1832,2,1529
3515,1,4679
1465,1,2642
1948,2,13
1565,-1,2028
3572,1,1499
192,5,896
708,-1,2897
3904,5,4522
1352,1,5528
4107,1,4279
3759,-10,3792
4283,1,3735
1744,1,3
78,1,7
776,1,2839
1847,1,1053
5065,2,1947
3988,3,5228
635,1,1384
4898,1,4890
542,1,722
4189,1,4611
1222,1,546
905,1,905
975,1,51
2600,1,3647
2661,2,1648
2388,1,5744
1386,1,1518
1056,1,545
919,1,908
1251,5,1284
28,1,2188
2298,2,2067
4363,1,4291
4055,2,1473
2642,1,51
491,5,2354
2397,1,2198
41,1,5415
2388,7,1352
832,4,2803
1383,1,1893
2262,-1,1386
3756,1,2642
953,1,1112
1528,1,2642
4673,-10,905
4830,1,4861
2155,1,546
1317,1,2341
2028,1,2848
4611,3,4172
1980,2,1217
257,4,377
608,1,910
2142,3,1
3229,1,3897
353,3,1317
361,2,5726
1847,4,605
2728,2,3787
3656,1,1629
4291,2,3598
532,1,2231
3982,1,2642
4491,1,3837
5227,1,2727
1880,1,3066
2404,1,2755
1052,1,5591
2377,10,2305
1899,3,905
1967,1,4291
2067,1,3828
962,5,1026
3456,7,2897
427,2,309
35,2,1481
5501,1,2296
13,1,3598
725,1,177
3252,1,3598
78,1,60
2877,-1,198
1953,1,2343
2646,-10,3598
2728,1,2311
13,1,159
2315,1,2782
2647,-2,3878
1738,1,1657
298,4,566
3777,1,1334
2125,1,5612
1953,1,4172
2359,1,198
2484,1,2333
2124,1,2028
3504,10,5163
3053,3,35
3185,5,2642
3786,-10,4669
3429,1,4366
3815,1,3828
972,3,3719
1318,1,2296
3470,8,5762
1508,1,402
35,3,1677
3381,1,4291
4499,1,2310
286,3,4046
3113,2,3326
3452,1,3719
6,2,13
3649,4,2942
3642,1,4645
3903,10,1352
935,1,147
4385,1,2322
5251,1,5398
2763,3,2780
2296,8,292
493,1,363
1899,1,1873
5023,1,4958
3719,1,2399
4532,-10,5875
4875,1,2977
2067,1,4762
2141,2,1860
87,1,4
2351,1,5612
2763,4,35
3598,2,4554
2470,1,729
3168,1,20
1496,1,492
5506,1,545
2028,10,1436
3153,2,3956
3882,1,1094
920,1,1051
57,5,3278
1810,1,4197
2125,1,3129
3735,1,3892
2399,-10,3598
3788,1,2962
4709,2,1301
3988,1,4169
202,-10,4172
1872,1,1771
489,1,4740
2067,1,1954
171,3,4542
2763,2,2725
3498,5,3554
1,1,481
460,1,235
402,1,632
202,3,358
484,1,2755
1094,1,143
4922,-10,1873
5655,-1,1094
2296,-3,3341
3451,1,1639
4611,1,2795
2173,2,2229
5508,1,35
2214,3,1396
4217,1,1185
395,8,5567
1677,1,467
2631,10,2570
1565,1,1465
1268,1,2028
982,1,5866
4601,2,2202
1764,1,2961
2325,1,3800
4622,4,2125
15,1,4385
3129,1,5155
309,1,1557
3714,1,1899
674,2,5538
3013,1,3820
33,1,624
2067,2,1502
7,1,540
3714,8,1771
2848,2,4412
5596,1,3040
5403,1,5041
775,1,776
3903,1,5065
110,2,283
3795,1,1832
3545,1,3656
1159,1,570
1052,1,1815
2510,1,1746
1953,1,3323
2877,10,561
1471,1,4840
3703,4,2625
3342,2,1612
2297,5,35
2262,2,2045
1746,-1,5983
1731,1,35
3993,-10,1198
1686,5,1615
3897,1,361
3892,3,2642
905,1,1334
4641,1,3916
687,1,865
2233,-10,5189
2942,2,2378
1185,1,1948
35,1,3536
3926,5,1162
4303,1,4172
5228,4,4301
1,1,882
1352,2,35
3804,1,2822
619,1,13
1814,1,1615
5565,2,5529
2104,2,5195
2399,1,2322
1352,2,4592
254,-10,1857
1731,3,1555
3578,1,4580
1557,1,4707
3263,5,3229
3621,2,2296
4694,1,3543
363,1,1583
3735,1,1998
2045,-10,257
2158,1,2185
2318,1,2399
2575,1,1557
3697,4,2642
930,1,598
270,1,783
162,1,132
2392,1,96
322,1,4172
1396,4,1615
4444,1,1334
1736,10,908
1018,1,4762
284,2,5206
2589,1,757
2693,10,93
5825,1,2934
3598,2,3719
3129,1,4358
1453,1,3722
1386,-10,4554
312,1,3445
309,2,1316
1386,-1,1568
1947,1,4369
3722,3,4291
5217,1,2635
462,2,576
1396,1,238
484,2,630
3289,1,2028
770,1,3666
3352,1,1217
948,1,1991
832,3,935
249,2,772
4522,1,4653
4648,1,3880
1,1,4426
4297,5,2167
982,2,1714
1,1,2568
1840,5,25
3714,1,5921
1289,1,3649
3397,2,1670
1885,1,4172
3207,1,25
1788,2,13
1376,1,5565
2045,1,4861
4107,3,1764
3219,1,1316
920,4,5403
3828,1,3699
856,1,3099
1352,-3,5100
4350,2,4363
537,5,6
3223,7,3233
3146,1,3221
1677,3,13
3828,2,3646
35,1,1111
1005,1,97
1386,1,416
1458,1,1406
4284,1,4400
224,1,590
792,5,2775
2067,1,4601
2003,2,2689
35,3,452
3988,6,2178
1615,2,7
57,1,2214
1217,2,1413
1289,1,3018
1584,1,4172
3810,1,3649
1,1,476
3451,1,4563
2071,1,13
1948,2,777
4036,1,3219
1471,2,3986
2229,1,1185
546,1,1765
13,1,272
943,3,944
2067,1,733
1714,2,1585
2063,1,4197
2592,1,2397
4,3,1984
905,1,4213
4993,2,3916
64,-10,1143
3129,1,3939
13,1,1833
2642,3,3613
453,1,270
481,1,1585
219,1,239
4611,2,1832
2635,3,212
4163,-10,4904
2125,1,1953
5193,1,5198
3490,1,1
905,2,222
812,1,177
3669,3,4566
1201,4,1846
4172,5,1810
3710,1,1018
905,1,4336
2635,1,2826
3129,-10,13
2437,3,3456
507,1,2271
363,1,4136
1815,-10,4679
35,1,3214
3794,-10,4666
2923,2,3994
2110,1,3153
2131,1,5123
7,1,882
5523,1,3878
171,1,493
1885,1,4666
1748,1,208
1670,2,2125
3897,1,3926
2064,1,4320
2045,1,3318
1281,1,1765
4204,1,3513
3972,1,1548
3846,1,2642
269,1,4829
3099,-10,141
3550,2,1018
4681,1,4899
2229,1,4253
4924,1,1318
1098,3,1690
138,1,132
2878,-1,1840
4267,2,3404
1893,3,1997
2472,3,2642
198,2,60
1222,4,1267
2045,1,3452
1383,2,1464
3757,-10,1810
1352,2,5520
3452,1,3451
592,-1,2642
1802,1,4554
2898,5,3925
5427,1,2123
35,1,3649
3208,3,491
115,1,2547
425,9,1386
2582,-10,3735
135,6,1556
297,1,3366
3653,1,3018
2244,1,2262
2313,2,1615
113,1,5353
4839,1,4787
1615,1,1993
2141,1,823
2215,1,5471
7,-10,3252
4654,1,3451
2213,10,1953
3414,3,4233
489,1,468
1823,-10,935
1947,2,256
7,3,1615
894,2,980
1352,1,4211
5449,2,3429
546,1,2244
2934,1,2315
468,1,134
3759,-10,1318
353,1,144
4592,1,3451
2110,2,4971
537,1,687
2642,2,3913
3598,-10,1289
3725,1,3445
3640,1,135
2067,5,2642
1527,1,546
1281,9,1271
1555,4,3006
4678,-10,4635
2942,2,1201
35,1,5934
882,1,3574
4505,2,3746
2472,3,2755
1675,2,1850
470,3,3904
3722,4,62
3353,3,2652
4635,1,4281
2121,1,1885
948,1,390
2538,1,1810
3119,1,2178
826,1,824
7,7,1
3804,-10,5654
2437,1,2574
2725,1,1670
1363,1,2067
2328,10,2475
5249,1,5316
5021,1,2322
3047,1,4833
4684,-10,3897
5655,2,538
4515,1,3040
2125,-2,5342
3099,1,838
1412,1,353
3891,1,3897
283,1,3767
958,1,954
4205,1,2252
2028,1,1338
35,-10,2135
64,-10,4291
1846,3,2689
5661,1,5482
3349,1,3044
35,1,7
2173,2,2373
2647,-10,3760
4291,1,5988
1555,2,5619
4611,-10,5596
909,2,1334
3239,-5,4279
2647,3,2067
1938,5,4339
4611,2,2642
2520,1,2485
3161,1,4987
893,1,2028
159,1,378
3988,2,35
4649,-10,3798
1810,1,6
5612,1,2977
215,2,1317
567,3,2249
4779,2,1802
5667,2,5316
1377,1,1162
2635,1,4076
2897,3,2296
1363,-10,2516
1386,5,1815
4308,-10,4793
3897,3,4382
1348,1,2942
592,6,202
5193,1,5654
4883,1,1363
5065,1,5528
3429,7,2835
5296,2,5228
2296,1,1352
3723,1,2612
1334,1,5206
4101,2,3510
1447,1,280
2306,1,135
1815,-10,4743
935,1,1562
6,1,5403
135,1,4756
1880,1,2144
1018,5,3107
3791,-10,4683
1566,2,2963
298,3,39
5193,-10,2045
3880,5,3018
2388,1,4587
4197,1,3719
35,1,3845
405,1,4611
2125,2,35
57,1,5227
2397,2,1508
1565,5,4291
4515,1,2538
1860,1,1946
1899,3,1596
2333,1,959
3878,1,5508
3845,1,3847
827,2,1840
2174,2,2223
1122,10,922
135,1,353
280,1,4562
1555,5,1107
3190,1,177
1349,1,1355
4191,1,2897
1735,1,2202
2944,3,2028
462,2,461
2045,-10,333
2266,1,13
3165,1,3641
2028,-10,5933
1620,2,32
3887,2,4603
4788,1,4254
1,1,416
2296,4,204
665,1,606
4611,1,350
1487,1,1334
1352,-10,2266
1675,1,1348
1655,1,1566
2201,2,3056
1951,1,1860
4681,1,4678
3828,1,4866
4861,1,4559
1334,3,2188
5310,1,3988
1281,4,1331
233,1,206
1815,1,242
2125,-5,5072
1802,1,5525
533,1,2125
3724,1,4197
2125,1,4841
1370,-1,3642
374,1,1090
684,2,5142
1846,-10,1386
1809,1,777
198,1,702
3630,1,447
1018,1,1094
1788,1,2033
1018,1,4532
1198,1,1262
508,1,283
2118,1,4677
4291,3,647
1557,1,2176
2125,1,592
149,1,62
1810,1,2468
2306,1,1018
3129,1,3131
2173,-2,2261
36,1,1748
39,8,245
804,-1,1143
1962,1,2304
1637,1,1585
4554,1,3772
5073,1,4554
3056,10,2642
2310,1,891
1878,10,25
4400,1,4630
13,1,34
4694,6,493
732,2,144
13,5,135
3261,1,3260
3725,1,5296
249,1,1899
1615,1,775
3810,2,4197
2880,1,3598
2296,1,1714
2322,1,4875
3988,-5,5462
2125,-10,4746
1,-10,4119
4171,1,1052
2067,2,1808
453,1,454
4300,1,3820
2059,1,104
35,1,2942
4462,1,4035
4467,2,4301
2125,-1,3926
4197,1,4833
905,2,2110
5363,4,1611
820,1,832
811,2,917
3919,1,4291
1052,2,2642
1334,1,1615
2357,1,1953
739,1,642
4291,1,2642
2835,1,2897
4201,8,1529
2877,-1,775
1073,-10,5228
4038,2,2942
3790,-10,4707
1986,1,4860
678,2,3660
3273,2,178
3699,1,1140
3722,1,4611
1219,1,2378
280,1,4838
3099,3,1735
1317,1,2132
4172,1,1669
5612,5,295
4746,-10,2556
4499,1,537
917,5,2071
3804,1,1731
1712,1,1629
2805,2,4857
2942,3,1529
2262,1,1465
462,1,3735
2642,4,1119
383,9,4139
232,2,7
2877,-1,1703
2328,1,2399
2030,2,2934
2296,6,3948
5238,4,3462
4970,10,4172
4385,1,5675
33,5,4172
2430,1,1670
41,2,1316
1810,1,3394
780,1,2625
3649,1,5227
1994,1,1916
387,1,2255
1840,1,1
4521,2,3223
1948,-1,3827
3735,1,1386
3023,1,166
2141,1,4875
5647,3,3581
5581,2,5443
2028,4,2565
412,-10,472
2125,-8,62
4635,1,3841
13,1,3470
3988,1,5383
455,5,1074
1002,1,1939
1905,5,1378
2266,1,1832
4518,1,4611
2067,-10,3452
177,-1,1352
4499,1,2388
775,1,1792
3255,1,1810
2067,10,1731
1353,1,3436
917,1,298
3640,1,5571
3916,1,2281
1937,1,823
1744,2,215
3800,1,1953
4532,1,5886
3581,3,5529
2044,1,1001
2680,2,1714
265,1,1508
1744,1,1677
3129,1,2167
1921,-1,56
2623,4,2622
2485,2,1921
3897,1,1921
3020,1,1541
4546,1,4667
2725,9,1731
3719,6,4291
3792,-10,4531
469,1,711
1555,2,35
2784,1,1555
2251,1,2028
35,1,4117
4898,1,1998
3897,1,2840
3377,1,1859
4409,1,3451
4588,1,4291
1861,1,1844
744,1,13
1394,1,3649
1337,1,2485
4402,1,4459
1972,3,1964
2839,2,13
171,1,1386
1368,3,1359
4304,2,3451
3820,2,4189
1348,1,1458
1771,1,824
1756,-10,33
3892,1,4038
4532,2,3981
3099,1,3013
3794,-10,4678
885,3,755
202,1,634
3099,2,832
917,1,908
3534,1,256
1,5,534
2767,1,2870
1916,1,4467
1318,2,2658
1596,1,1584
784,1,13
5763,1,4680
3992,-10,2565
2915,3,202
5635,2,35
35,1,900
3353,1,3928
2910,1,2915
3292,1,2642
1352,1,5676
4893,1,4867
3988,-5,5300
54,1,1
1201,1,4673
383,2,2942
35,1,3740
1677,2,4645
13,5,4672
135,1,1860
1348,1,484
853,1,1565
2600,3,2176
523,1,3451
5612,1,5715
1991,1,1896
5635,-10,266
1860,1,4365
5433,1,3988
1639,1,4875
192,2,1615
4238,2,3040
3087,1,3044
4204,1,1202
2214,3,2125
491,5,1639
2296,6,1921
3451,3,2194
2269,1,3412
3881,10,3735
2049,2,3254
1562,1,4454
1317,2,2034
1771,5,5551
2470,5,35
2296,2,2763
4291,3,1396
3366,1,1771
4172,1,270
647,1,757
664,1,4748
2441,1,4572
35,1,3175
1555,1,3824
415,1,3988
4732,1,3233
2642,1,1714
2124,6,2548
3677,2,35
29,1,3000
3598,1,1403
654,3,2
3427,5,4903
35,1,29
2115,1,1810
270,1,1878
4119,1,3600
166,1,113
5763,1,4446
905,1,1011
4515,-10,33
4593,1,4511
4334,1,35
4254,5,1916
4236,1,4252
100,1,2187
3283,1,2322
905,10,304
1396,1,628
628,1,5010
4195,1,2642
2777,-5,1656
1964,1,1973
2125,8,1899
77,4,60
1257,1,2404
546,1,1527
2848,-10,2725
1765,1,1383
3640,2,4860
372,1,41
3330,-10,4673
2942,1,4883
2102,1,2296
1318,2,304
905,1,2642
468,2,135
2333,3,2328
2067,1,4060
4559,2,4004
1018,3,3653
4530,1,4594
664,4,1517
3018,-1,2625
3345,5,4291
2642,-10,1383
1948,2,1583
1991,1,624
