469	1	4606
892	-3	467
4680	1	468
468	1	4236
3715	2	462
862	2	463
184	1	408
464	1	4055
45	5	2266
2536	1	423
3649	1	471
425	1	412
202	1	3045
2054	1	202
2682	1	473
4427	2	7
4861	4	369
463	1	2296
4499	2	235
353	1	476
2299	2	383
383	1	2372
468	1	35
4131	1	468
256	2	1689
469	2	5005
406	1	2063
913	1	478
320	1	405
4532	1	393
424	2	2861
479	1	1473
148	1	708
2349	6	376
257	4	687
257	5	1018
178	6	420
2768	1	480
322	2	4197
398	5	4400
280	2	7
393	3	2665
5726	5	250
2173	5	214
3746	1	198
454	1	3897
144	2	454
454	1	1386
383	1	3172
178	1	383
2934	1	186
1829	1	64
7	1	4011
462	2	732
2174	1	408
6	2	5789
387	1	4694
484	1	599
3319	1	484
1810	1	383
634	1	485
13	1	489
489	1	2188
141	8	490
2642	1	77
489	1	5077
1	1	1409
3878	1	1
1001	2	489
144	1	3187
5478	1	144
2658	1	399
472	2	2346
387	1	2585
440	2	5981
3598	1	387
7	2	2545
5446	10	7
1752	1	494
954	1	489
1043	1	171
1810	4	7
1725	2	443
495	1	492
4764	2	280
1386	1	495
35	1	280
1565	1	425
2167	1	163
163	1	2620
1998	1	181
5591	1	496
2723	1	383
497	1	2306
111	4	3828
36	1	2625
1200	1	499
447	5	5227
104	5	1201
1802	1	484
4114	1	144
5296	1	494
309	1	472
592	-10	472
5612	1	280
491	2	4384
288	1	433
1967	1	163
64	1	808
503	1	319
35	1	270
905	1	504
505	1	1383
156	1	4635
203	1	411
7	-1	3149
15	1	170
1731	1	21
1519	1	198
7	2	4392
384	2	5943
261	1	1778
4937	4	490
1018	1	508
35	-1	3682
2352	1	270
421	2	795
2121	1	2
2	1	5504
401	5	3897
2	2	1921
1289	2	37
441	1	5650
490	3	2848
3642	2	399
399	2	545
1	4	2952
353	1	423
509	1	1502
1386	1	512
513	1	2125
353	-10	13
178	1	2125
441	3	3957
3302	1	515
5013	1	178
1048	1	494
4611	1	517
3230	1	476
257	3	2063
1656	4	328
3893	5	218
5286	1	64
257	4	1067
519	4	4172
3738	10	484
3545	3	475
35	1	521
144	8	2625
903	1	203
3603	1	399
1185	1	523
408	2	7
135	3	408
359	2	2212
3581	1	171
186	1	4205
524	1	1840
283	1	1269
7	4	1451
3923	1	517
4559	1	383
167	1	54
257	5	5367
135	1	372
2296	4	361
4635	1	520
526	1	2642
396	2	527
491	1	219
4554	1	144
3487	-10	472
412	-10	41
300	10	378
529	10	1376
476	1	2028
476	1	4291
3281	6	202
298	1	905
1998	1	515
3044	1	488
166	1	2728
166	1	3719
491	-10	2271
495	1	33
1998	1	534
1	5	1655
1566	1	530
13	2	514
405	1	2803
491	1	3735
2977	2	352
144	1	3451
3897	1	523
2142	1	487
7	1	492
35	2	64
3223	1	477
2430	1	501
491	1	5537
3600	1	491
538	1	219
4676	5	254
3860	5	278
257	5	1331
257	4	35
492	1	150
1018	5	21
535	1	3988
2942	3	266
64	1	2639
2063	1	64
270	2	1318
273	1	468
384	1	3451
3413	1	399
419	1	2671
520	2	2028
13	1	491
198	1	4206
1802	1	545
115	3	7
2763	3	203
520	1	1764
542	3	537
405	1	1053
548	1	4535
309	2	4996
1810	4	426
535	6	5544
202	1	3195
550	1	1802
547	2	3391
4995	2	394
1056	3	406
1810	1	77
3013	1	37
2028	1	62
464	1	986
552	2	523
775	4	322
1071	4	7
520	1	3988
215	2	3897
378	1	2642
4078	3	526
526	3	3001
198	1	1
189	1	198
304	2	502
1630	2	64
4601	1	350
2485	2	547
350	1	658
520	1	1386
3904	1	520
257	4	3099
3904	1	386
501	1	3738
1899	1	557
557	2	36
202	1	5395
5801	1	202
2642	1	394
3598	1	559
198	1	198
2837	1	560
5666	1	394
468	1	436
561	2	1810
200	1	3824
4172	1	424
2784	3	468
1810	1	520
1819	1	144
144	1	5147
249	3	1162
4559	2	262
547	2	1005
262	2	540
4197	1	200
1525	1	262
262	1	2775
262	1	4679
562	1	198
159	1	1639
288	1	3988
563	1	4172
550	1	1991
1	1	1850
567	1	1810
2485	1	488
569	1	3000
249	1	2605
198	1	4666
3237	1	563
2050	10	570
570	10	202
2642	2	399
732	2	198
4217	1	283
2021	1	393
1629	1	144
186	2	3570
2635	2	350
4172	1	573
656	1	273
273	1	3389
280	2	575
575	4	4828
2243	2	474
4701	1	577
4814	2	462
35	1	443
2512	1	578
3642	1	1
480	1	2987
230	5	2816
1377	2	159
3854	10	159
508	1	1810
169	3	68
7	5	4202
5363	1	396
273	1	1392
1318	1	584
2897	1	7
1185	1	488
585	1	1565
542	2	3786
1298	1	387
224	1	4461
590	1	3219
4365	2	533
2125	1	13
222	1	3828
1018	1	372
501	1	3219
222	1	2296
476	1	3897
26	2	551
1562	2	585
3219	3	219
5353	2	558
219	2	5578
219	3	1490
594	1	178
2728	-1	594
3129	1	563
1565	1	564
599	1	530
3451	5	588
1185	1	468
159	1	1363
600	1	3779
159	1	13
5193	1	159
3699	1	602
603	2	2962
564	1	2392
605	1	2028
3821	1	64
605	1	1376
4515	1	605
235	4	5067
192	4	235
159	1	3506
132	1	608
366	1	198
270	1	1185
610	1	3897
4213	1	611
2141	1	64
1331	1	612
3851	5	613
3990	2	198
583	1	2371
361	2	200
598	1	2318
35	1	617
2045	1	298
617	1	361
304	4	570
2388	1	618
35	1	21
1162	5	1
13	1	651
929	1	159
7	2	2198
13	1	4169
200	10	3860
202	4	2318
609	1	3463
593	1	1693
13	2	3649
3649	1	219
3892	1	624
3366	1	33
484	10	4179
304	2	1492
2118	1	573
1717	1	276
35	1	416
2306	1	533
564	2	647
1714	2	628
304	3	866
4	5	4918
2063	1	537
623	10	13
1899	1	630
3545	1	495
3649	1	550
2333	1	623
242	1	346
257	5	2514
1819	1	396
2	1	514
3040	1	633
616	1	574
3476	4	295
2798	5	266
1552	10	342
588	2	1218
2430	1	636
300	3	466
1201	-10	472
377	1	465
2289	1	586
586	1	1334
36	3	5611
578	1	522
7	3	3335
1849	3	7
64	1	2484
1656	1	644
1508	1	630
630	1	3013
521	1	1990
4495	1	647
2647	1	2
2396	1	632
3791	3	159
502	1	1842
923	10	650
3129	1	610
1584	1	276
363	1	650
356	1	628
592	1	3897
5482	1	592
853	2	462
1788	1	647
177	3	4179
647	1	1309
2952	1	594
594	1	3910
2328	-10	594
2266	1	325
2388	1	256
272	2	775
1386	1	29
656	1	2396
1620	1	658
3105	1	2
402	1	3916
3512	1	660
2266	1	661
662	1	3722
574	3	2454
663	2	1585
257	5	4611
650	2	1860
4002	1	665
101	1	1651
1639	1	516
664	2	492
647	1	5466
5363	1	2
4172	1	202
1539	2	2
666	2	4852
5460	3	667
905	1	1
2845	2	266
266	2	309
1037	1	222
222	1	3724
436	1	2442
5440	1	651
653	1	1352
2625	1	672
672	5	975
3976	1	144
1744	7	266
632	1	2642
632	1	5614
1363	1	266
642	1	3916
667	1	3105
295	3	4931
350	2	29
399	1	1386
415	1	399
630	1	1913
523	7	7
2063	1	276
1352	1	674
1436	2	632
1094	1	658
7	4	2404
419	1	2083
537	3	7
1953	6	21
973	1	647
1	2	1026
3478	1	676
2879	2	544
1	1	3539
346	1	972
937	2	446
416	2	1731
627	1	4487
26	1	4707
678	1	1332
2176	1	681
654	1	2896
676	1	701
5852	3	7
7	2	3165
427	3	4172
325	1	1054
35	1	680
1005	1	243
633	1	1083
579	1	633
13	2	669
4779	4	680
266	2	3000
266	4	212
905	1	687
1386	1	647
29	1	4890
1810	1	427
405	1	4102
495	3	3828
686	1	3935
630	1	3470
3735	2	630
319	1	3988
2125	5	319
350	1	4098
3897	10	523
2412	1	693
1556	1	680
378	2	4684
144	1	4401
35	2	144
658	1	2012
4167	1	634
634	1	5082
1281	1	678
678	1	5159
2040	1	695
775	1	634
36	3	683
351	3	3598
7	3	146
4197	2	646
454	2	570
658	2	361
3813	2	386
522	1	2392
2625	1	522
559	1	1396
2823	1	567
852	2	700
1225	2	171
35	3	144
304	1	4291
701	1	4681
353	1	701
399	1	3976
3013	4	697
5480	1	523
4366	1	177
7	1	3897
659	1	4197
548	1	35
703	1	2835
2642	1	691
2363	1	416
1967	1	585
642	1	3495
634	1	2475
598	2	2847
3887	2	634
29	1	4511
2725	1	642
113	1	2635
481	1	523
523	1	2470
647	1	3572
4400	2	521
3935	2	171
917	1	644
2296	1	708
707	1	2396
1885	1	57
202	2	731
19	4	7
4511	2	626
1334	2	202
390	2	1771
666	3	5140
546	1	64
64	1	416
687	1	3320
626	2	2731
3642	1	7
5296	1	417
709	1	5913
3000	2	709
322	1	1143
104	4	700
537	1	4052
968	1	449
579	6	493
104	2	427
641	5	2079
304	1	714
7	3	1334
1885	1	709
1546	2	390
905	-5	672
687	-10	672
4172	10	64
4136	2	718
718	2	1899
7	2	1922
304	2	561
2600	1	723
202	3	2409
647	1	1991
2635	2	718
1669	2	502
718	2	4365
550	1	1744
2186	1	550
720	1	3820
5052	1	727
159	2	3598
2125	1	728
728	1	1731
5132	1	387
4291	1	630
469	1	1065
1771	4	257
5286	2	548
363	6	5731
4605	6	363
469	1	1005
731	2	2173
141	1	3206
325	5	2498
652	1	1541
3578	2	495
3572	2	733
733	3	1754
484	2	4597
654	6	1810
904	1	222
35	2	571
571	2	4844
1585	1	735
735	1	4649
1810	1	736
736	1	3783
676	1	2392
2233	1	171
171	1	2045
491	3	4694
13	3	2625
1992	1	278
654	1	1555
738	1	57
3086	4	705
5858	1	644
1689	1	346
3714	1	673
716	1	3449
734	1	4228
5219	1	740
1316	1	644
13	1	5825
365	1	642
714	1	5840
2846	2	647
644	1	1639
2070	1	742
742	1	4197
2261	1	13
35	1	1100
3229	8	2
167	8	1953
745	1	882
39	8	198
3788	8	245
202	8	1
746	1	2484
687	1	3333
540	5	1758
923	10	732
748	4	1735
1396	7	749
1396	7	732
163	1	245
920	1	750
2053	1	714
576	2	1953
700	1	1840
752	1	5609
202	2	13
405	1	1953
3219	2	754
4266	7	62
393	2	732
917	2	678
459	1	2087
647	1	3527
390	2	2296
390	1	4328
681	1	1899
634	1	4840
2063	1	64
484	1	4977
705	1	759
270	1	2625
744	1	1053
2397	1	570
763	1	3578
657	2	5541
647	1	492
764	1	256
13	1	25
7	3	2118
261	1	144
576	1	3219
3129	2	621
621	2	13
4515	1	751
2848	1	452
228	6	5615
230	3	3916
304	4	523
3104	4	630
235	1	523
425	1	2021
2262	1	647
764	1	3410
249	2	149
772	2	2356
1656	1	605
135	1	2286
773	1	2131
2892	1	207
1	1	2125
2835	1	1
774	1	4057
3195	1	729
4553	1	592
654	4	760
2388	3	778
778	10	230
647	1	1334
742	1	3804
100	1	1217
1566	1	100
270	1	1856
5028	1	270
782	1	3719
742	1	280
795	1	785
587	1	1792
787	1	4559
781	1	4078
469	2	5441
540	1	644
6	1	789
4229	1	790
4649	1	204
630	2	2642
350	2	4462
2635	1	791
3099	1	104
535	1	4454
1352	1	792
374	4	171
905	1	484
4189	2	733
790	1	882
757	1	7
794	1	5541
793	1	1585
64	3	823
535	1	4511
202	1	1517
522	1	5563
796	2	346
4433	2	798
4365	2	743
1967	2	799
361	2	801
801	2	1675
4532	1	415
3588	1	804
804	1	4679
1318	1	523
419	1	820
3828	1	649
4875	1	808
1396	1	419
3640	4	535
4328	2	535
5155	1	634
2	1	4917
809	5	2880
13	2	3483
1885	2	811
642	1	2201
3650	1	642
811	1	2198
3897	1	813
37	1	3880
4838	1	742
780	1	5845
814	10	3380
2777	1	256
174	1	606
2975	2	817
2775	1	537
815	1	3707
1201	1	815
2045	1	725
812	1	1865
4832	1	812
767	1	2090
725	1	1840
2194	1	725
2581	1	227
779	1	1612
4172	2	725
13	1	4172
227	1	5659
481	2	227
104	2	492
5475	3	104
687	1	4407
2812	2	819
2725	1	770
2121	1	795
687	1	3904
4983	1	687
816	1	5932
579	2	1566
724	2	57
795	1	2343
823	2	3642
1201	1	687
523	2	5026
687	1	4688
283	1	1566
3020	1	827
1565	1	647
295	3	2642
777	1	4592
270	1	3374
534	1	13
547	2	1810
35	2	499
1262	1	780
3794	1	701
701	1	563
1	1	4172
836	1	41
776	1	2642
837	1	943
144	2	2231
2067	2	779
35	1	4361
755	2	5240
1562	2	755
41	10	109
839	2	3573
753	8	2262
5590	1	842
3233	1	209
209	1	185
4304	1	13
522	1	1363
3802	1	820
832	3	4266
689	1	3765
3924	1	689
2	1	2726
2336	2	2
3581	1	689
687	1	3578
41	4	243
2822	1	845
689	1	5186
216	1	1815
847	1	5501
832	3	4242
2821	3	832
832	3	2962
846	1	1292
3996	1	818
1100	1	228
630	1	2942
2399	1	539
2535	3	832
5942	9	769
7	2	4236
132	2	4181
5353	1	847
216	1	4434
318	1	1334
13	1	235
905	1	855
4779	1	857
856	2	1981
41	1	1267
2642	1	41
304	1	1615
861	1	4697
714	1	4884
202	1	480
1268	1	687
687	1	3878
2642	2	832
832	3	1363
905	3	295
1562	3	770
494	1	905
469	2	820
863	2	2600
4125	1	534
2388	3	820
864	3	104
4992	3	654
775	3	2
2625	1	771
77	1	830
830	1	2028
2661	3	865
3916	1	838
857	1	863
4204	3	866
866	1	3341
687	1	2258
867	1	468
4482	3	868
3452	3	832
1967	1	869
4618	2	871
871	2	5294
1529	1	346
832	3	1217
535	5	202
779	2	4172
418	1	5139
647	2	475
864	2	3916
5443	1	770
735	1	862
862	1	1623
862	1	2625
283	2	2322
733	1	2642
517	2	606
798	1	4073
862	1	634
687	1	4459
13	1	1018
4382	1	13
876	1	4762
687	1	2272
4553	2	878
878	2	4172
13	2	879
1185	1	875
547	2	1565
592	2	2642
882	2	5312
883	1	4649
874	1	2635
361	1	13
309	3	725
824	3	3878
714	4	770
1162	1	887
887	1	2634
418	1	4128
865	1	5398
832	3	2343
1517	3	617
583	1	2660
1317	2	770
2642	1	891
4668	1	29
7	3	3903
4532	1	97
2296	1	152
295	3	3707
687	1	3429
494	1	2857
732	2	60
4	1	480
4683	1	768
35	-1	895
3837	1	13
13	1	383
3107	1	13
1934	1	654
534	1	363
849	1	21
566	1	2125
1391	3	898
899	2	4444
900	1	3451
617	2	2566
1601	1	273
802	1	1566
295	5	3744
5591	1	903
2642	5	707
26	2	2848
4214	2	415
523	1	5155
904	1	3113
633	1	4197
7	2	732
206	1	799
1899	2	742
1245	3	907
144	1	1701
2585	1	144
3722	5	900
900	5	2296
2388	1	802
907	1	2469
762	1	4833
832	3	4254
1810	2	753
753	2	104
1502	1	7
492	1	911
2835	10	548
3593	2	912
396	1	4532
1585	2	732
3018	2	732
903	1	5614
838	1	2002
908	2	1731
832	3	995
5353	2	238
238	3	1477
906	1	3183
104	1	537
658	1	25
35	1	914
1815	5	915
2642	2	405
3225	4	915
1	1	1018
419	1	804
917	4	300
535	2	791
798	2	2296
35	1	835
2297	1	687
547	2	2125
919	1	2316
295	3	3699
2600	5	480
921	2	3988
3897	1	725
2125	1	658
905	1	125
838	1	3630
658	2	1162
891	1	2846
1334	2	770
3738	1	644
770	2	3650
882	2	770
2252	2	928
906	6	4599
3452	1	654
1478	3	770
906	2	2625
3668	2	908
838	6	353
4448	1	546
838	2	3943
767	1	2642
4661	1	908
933	1	41
3273	1	95
469	2	346
2110	1	928
1386	1	908
235	1	2389
805	1	4291
934	1	4788
1366	1	775
1100	1	579
178	1	13
775	1	546
4400	2	885
927	3	3572
405	-10	1135
832	-10	5686
238	-10	2538
5565	-10	906
780	2	2296
938	1	3158
908	1	4357
742	1	4291
3603	1	942
627	1	5138
923	10	2359
897	5	2733
897	5	546
947	2	2625
889	3	2194
443	1	1001
363	1	108
2642	2	948
795	1	4649
937	2	3804
26	2	2322
202	1	1394
374	1	4751
4893	1	374
1899	1	951
1245	1	931
1317	1	832
726	3	530
1584	3	726
2194	2	917
2284	1	125
13	1	757
1746	2	346
3404	2	757
932	1	1490
149	3	956
894	5	262
832	3	905
3988	3	832
832	3	1620
832	2	1
832	3	973
650	2	1764
908	1	2642
4245	10	920
402	1	905
1386	1	963
1078	7	7
964	2	3915
273	3	2125
171	1	4326
3563	1	966
847	1	4304
1383	1	943
2243	1	847
3006	1	534
534	1	1262
3699	2	885
2642	1	767
2028	3	935
1815	1	353
1779	3	832
4	2	705
3408	1	925
417	5	3649
801	1	4214
273	2	584
198	1	598
1693	1	198
546	1	1832
2085	2	971
969	1	2067
903	1	3043
416	1	2240
2647	1	742
144	1	1290
725	2	256
974	2	975
1656	1	894
35	1	4556
2072	1	977
416	3	1735
802	3	3897
4635	10	923
925	1	202
113	1	978
894	2	2095
3787	3	781
416	2	1352
2351	1	981
2325	1	983
628	1	202
3366	1	931
953	1	4663
4259	5	295
135	2	559
633	1	1487
926	2	3719
257	2	755
2901	2	475
249	8	3233
2142	3	838
2880	3	489
4254	2	989
359	2	633
989	2	537
632	1	1352
4172	1	990
984	2	2854
1044	2	930
984	5	2012
2647	2	585
732	2	2731
3781	3	732
1677	2	523
844	1	1764
2125	1	523
346	2	5339
931	1	2781
685	1	2333
2647	1	905
113	2	2296
996	2	4363
1922	1	554
273	1	3600
2125	1	999
2141	4	535
885	2	3304
4515	3	578
578	3	1810
1000	2	2676
572	1	1154
632	1	2437
1615	3	468
60	2	732
903	2	1018
905	2	903
1001	2	1512
1217	1	492
1003	2	2028
492	2	2296
1639	2	1001
925	1	1744
139	1	3047
3321	1	928
928	1	2782
838	3	1899
395	3	827
4609	1	1006
3577	2	492
1007	1	41
1317	1	1008
4038	1	967
